Country Name,Country Code,Indicator Name,Indicator Code,2020
East Asia & Pacific (IDA total),DEA,5-bank asset concentration,GFDD.OI.06,
East Asia & Pacific (IDA total),DEA,Account at a formal financial institution (% age 15+),GFDD.AI.05,
East Asia & Pacific (IDA total),DEA,Account used for business purposes (% age 15+),GFDD.AI.08,
East Asia & Pacific (IDA total),DEA,Account used to receive government payments (% age 15+),GFDD.AI.09,
East Asia & Pacific (IDA total),DEA,Account used to receive remittances (% age 15+),GFDD.AI.10,
East Asia & Pacific (IDA total),DEA,Account used to receive wages (% age 15+),GFDD.AI.11,
East Asia & Pacific (IDA total),DEA,"ATMs per 100,000 adults",GFDD.AI.25,
East Asia & Pacific (IDA total),DEA,"Bank accounts per 1,000 adults",GFDD.AI.01,
East Asia & Pacific (IDA total),DEA,"Bank branches per 100,000 adults",GFDD.AI.02,
East Asia & Pacific (IDA total),DEA,Bank capital to total assets (%),GFDD.SI.03,
East Asia & Pacific (IDA total),DEA,Bank concentration (%),GFDD.OI.01,
East Asia & Pacific (IDA total),DEA,Bank cost to income ratio (%),GFDD.EI.07,
East Asia & Pacific (IDA total),DEA,Bank credit to bank deposits (%),GFDD.SI.04,
East Asia & Pacific (IDA total),DEA,Bank deposits to GDP (%),GFDD.OI.02,
East Asia & Pacific (IDA total),DEA,Bank lending-deposit spread,GFDD.EI.02,
East Asia & Pacific (IDA total),DEA,Bank net interest margin (%),GFDD.EI.01,
East Asia & Pacific (IDA total),DEA,Bank noninterest income to total income (%),GFDD.EI.03,
East Asia & Pacific (IDA total),DEA,Bank non-performing loans to gross loans (%),GFDD.SI.02,
East Asia & Pacific (IDA total),DEA,Bank overhead costs to total assets (%),GFDD.EI.04,
East Asia & Pacific (IDA total),DEA,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,
East Asia & Pacific (IDA total),DEA,"Bank return on assets (%, after tax)",GFDD.EI.05,
East Asia & Pacific (IDA total),DEA,"Bank return on assets (%, before tax)",GFDD.EI.09,
East Asia & Pacific (IDA total),DEA,"Bank return on equity (%, after tax)",GFDD.EI.06,
East Asia & Pacific (IDA total),DEA,"Bank return on equity (%, before tax)",GFDD.EI.10,
East Asia & Pacific (IDA total),DEA,Bank Z-score,GFDD.SI.01,
East Asia & Pacific (IDA total),DEA,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,
East Asia & Pacific (IDA total),DEA,Central bank assets to GDP (%),GFDD.DI.06,
East Asia & Pacific (IDA total),DEA,Checks used to make payments (% age 15+),GFDD.AI.19,
East Asia & Pacific (IDA total),DEA,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,
East Asia & Pacific (IDA total),DEA,Corporate bond average maturity (years),GFDD.DM.15,
East Asia & Pacific (IDA total),DEA,Corporate bond issuance volume to GDP (%),GFDD.DM.13,
East Asia & Pacific (IDA total),DEA,Credit card (% age 15+),GFDD.AI.20,
East Asia & Pacific (IDA total),DEA,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,
East Asia & Pacific (IDA total),DEA,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,
East Asia & Pacific (IDA total),DEA,Debit card (% age 15+),GFDD.AI.21,
East Asia & Pacific (IDA total),DEA,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,
East Asia & Pacific (IDA total),DEA,Deposit money banks'' assets to GDP (%),GFDD.DI.02,
East Asia & Pacific (IDA total),DEA,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,
East Asia & Pacific (IDA total),DEA,Domestic credit to private sector (% of GDP),GFDD.DI.14,
East Asia & Pacific (IDA total),DEA,Electronic payments used to make payments (% age 15+),GFDD.AI.22,
East Asia & Pacific (IDA total),DEA,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,
East Asia & Pacific (IDA total),DEA,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,
East Asia & Pacific (IDA total),DEA,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,
East Asia & Pacific (IDA total),DEA,Financial system deposits to GDP (%),GFDD.DI.08,
East Asia & Pacific (IDA total),DEA,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
East Asia & Pacific (IDA total),DEA,Firms not needing a loan (%),GFDD.AI.32,
East Asia & Pacific (IDA total),DEA,Firms using banks to finance investments (%),GFDD.AI.28,
East Asia & Pacific (IDA total),DEA,Firms using banks to finance working capital (%),GFDD.AI.29,
East Asia & Pacific (IDA total),DEA,Firms whose recent loan application was rejected (%),GFDD.AI.33,
East Asia & Pacific (IDA total),DEA,Firms with a bank loan or line of credit (%),GFDD.AI.03,
East Asia & Pacific (IDA total),DEA,Firms with a checking or savings account (%),GFDD.AI.27,
East Asia & Pacific (IDA total),DEA,Foreign bank assets among total bank assets (%),GFDD.OI.16,
East Asia & Pacific (IDA total),DEA,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
East Asia & Pacific (IDA total),DEA,Foreign banks among total banks (%),GFDD.OI.15,
East Asia & Pacific (IDA total),DEA,Global leasing volume to GDP (%),GFDD.OI.17,
East Asia & Pacific (IDA total),DEA,Government bank assets among total bank assets (%),GFDD.OI.20a,
East Asia & Pacific (IDA total),DEA,Gross portfolio debt assets to GDP (%),GFDD.DM.11,
East Asia & Pacific (IDA total),DEA,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,
East Asia & Pacific (IDA total),DEA,Gross portfolio equity assets to GDP (%),GFDD.DM.09,
East Asia & Pacific (IDA total),DEA,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,
East Asia & Pacific (IDA total),DEA,Insurance company assets to GDP (%),GFDD.DI.11,
East Asia & Pacific (IDA total),DEA,International debt issues to GDP (%),GFDD.DM.07,
East Asia & Pacific (IDA total),DEA,Investments financed by banks (%),GFDD.AI.34,
East Asia & Pacific (IDA total),DEA,Life insurance premium volume to GDP (%),GFDD.DI.09,
East Asia & Pacific (IDA total),DEA,Liquid assets to deposits and short term funding (%),GFDD.SI.06,
East Asia & Pacific (IDA total),DEA,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,
East Asia & Pacific (IDA total),DEA,Liquid liabilities to GDP (%),GFDD.DI.05,
East Asia & Pacific (IDA total),DEA,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,
East Asia & Pacific (IDA total),DEA,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
East Asia & Pacific (IDA total),DEA,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
East Asia & Pacific (IDA total),DEA,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,
East Asia & Pacific (IDA total),DEA,Loan in the past year (% age 15+),GFDD.AI.14,
East Asia & Pacific (IDA total),DEA,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
East Asia & Pacific (IDA total),DEA,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,
East Asia & Pacific (IDA total),DEA,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,
East Asia & Pacific (IDA total),DEA,Loans requiring collateral (%),GFDD.AI.30,
East Asia & Pacific (IDA total),DEA,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
East Asia & Pacific (IDA total),DEA,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,
East Asia & Pacific (IDA total),DEA,Mobile phone used to send money (% age 15+),GFDD.AI.24,
East Asia & Pacific (IDA total),DEA,Mutual fund assets to GDP (%),GFDD.DI.07,
East Asia & Pacific (IDA total),DEA,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,
East Asia & Pacific (IDA total),DEA,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
East Asia & Pacific (IDA total),DEA,Non-life insurance premium volume to GDP (%),GFDD.DI.10,
East Asia & Pacific (IDA total),DEA,"Number of listed companies per 1,000,000 people",GFDD.OM.01,
East Asia & Pacific (IDA total),DEA,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
East Asia & Pacific (IDA total),DEA,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
East Asia & Pacific (IDA total),DEA,Outstanding international private debt securities to GDP (%),GFDD.DM.05,
East Asia & Pacific (IDA total),DEA,Outstanding international public debt securities to GDP (%),GFDD.DM.06,
East Asia & Pacific (IDA total),DEA,Pension fund assets to GDP (%),GFDD.DI.13,
East Asia & Pacific (IDA total),DEA,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,
East Asia & Pacific (IDA total),DEA,Private credit by deposit money banks to GDP (%),GFDD.DI.01,
East Asia & Pacific (IDA total),DEA,Provisions to nonperforming loans (%),GFDD.SI.07,
East Asia & Pacific (IDA total),DEA,Remittance inflows to GDP (%),GFDD.OI.13,
East Asia & Pacific (IDA total),DEA,Saved any money in the past year (% age 15+),GFDD.AI.12,
East Asia & Pacific (IDA total),DEA,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,
East Asia & Pacific (IDA total),DEA,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
East Asia & Pacific (IDA total),DEA,Small firms with a bank loan or line of credit (%),GFDD.AI.04,
East Asia & Pacific (IDA total),DEA,Stock market capitalization to GDP (%),GFDD.DM.01,
East Asia & Pacific (IDA total),DEA,"Stock market return (%, year-on-year)",GFDD.OM.02,
East Asia & Pacific (IDA total),DEA,Stock market total value traded to GDP (%),GFDD.DM.02,
East Asia & Pacific (IDA total),DEA,Stock market turnover ratio (%),GFDD.EM.01,
East Asia & Pacific (IDA total),DEA,Stock price volatility,GFDD.SM.01,
East Asia & Pacific (IDA total),DEA,Syndicated loan average maturity (years),GFDD.DM.14,
East Asia & Pacific (IDA total),DEA,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,
East Asia & Pacific (IDA total),DEA,Total factoring volume to GDP (%),GFDD.OI.18,
East Asia & Pacific (IDA total),DEA,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,
East Asia & Pacific (IDA total),DEA,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,
East Asia & Pacific (IDA total),DEA,Working capital financed by banks (%),GFDD.AI.35,
Europe & Central Asia (IDA total),DEC,5-bank asset concentration,GFDD.OI.06,
Europe & Central Asia (IDA total),DEC,Account at a formal financial institution (% age 15+),GFDD.AI.05,
Europe & Central Asia (IDA total),DEC,Account used for business purposes (% age 15+),GFDD.AI.08,
Europe & Central Asia (IDA total),DEC,Account used to receive government payments (% age 15+),GFDD.AI.09,
Europe & Central Asia (IDA total),DEC,Account used to receive remittances (% age 15+),GFDD.AI.10,
Europe & Central Asia (IDA total),DEC,Account used to receive wages (% age 15+),GFDD.AI.11,
Europe & Central Asia (IDA total),DEC,"ATMs per 100,000 adults",GFDD.AI.25,
Europe & Central Asia (IDA total),DEC,"Bank accounts per 1,000 adults",GFDD.AI.01,
Europe & Central Asia (IDA total),DEC,"Bank branches per 100,000 adults",GFDD.AI.02,
Europe & Central Asia (IDA total),DEC,Bank capital to total assets (%),GFDD.SI.03,
Europe & Central Asia (IDA total),DEC,Bank concentration (%),GFDD.OI.01,
